Tar,Item,Condition,Sentence,Target,Completion,Part,Cloze,Cloze_Balanced,Association_Noun,Association_Verb,Association_MainVerb
Orchester,46,A,"Am Abend dirigiert der Kapellmeister, der das Konzert eröffnet hat,",das Orchester,und das Streichquartett.,0,0.25,1,6.8,3.6,6.8
Orchester,46,B,"Am Abend dirigiert der Kapellmeister, der die Unterschriften gesammelt hat,",das Orchester,und das Streichquartett.,0,0.25,1,1.6,1.4,6.8
Orchester,46,C,"Am Abend vernichtet der Kapellmeister, der das Konzert eröffnet hat,",das Orchester,und das Streichquartett.,0,0,1,6.8,3.6,1.3
Orchester,46,D,"Am Abend vernichtet der Kapellmeister, der die Unterschriften gesammelt hat,",das Orchester,und das Streichquartett.,0,0,1,1.6,1.4,1.3
Wort,47,A,"Direkt buchstabiert der Sprachschüler, nachdem er das Buch aufgeschlagen hat,",das Wort,und notiert es.,3,0.83,0,6.3,3.6,6.8
Wort,47,B,"Direkt buchstabiert der Sprachschüler, nachdem er den Pausenhof verlassen hat,",das Wort,und notiert es.,3,0.67,0,3,2.7,6.8
Wort,47,C,"Direkt dekoriert der Sprachschüler, nachdem er das Buch aufgeschlagen hat,",das Wort,und notiert es.,3,0,0,6.3,3.6,1.7
Wort,47,D,"Direkt dekoriert der Sprachschüler, nachdem er den Pausenhof verlassen hat,",das Wort,und notiert es.,3,0,0,3,2.7,1.7
Weide,48,A,"Vorsichtig umzäunt der Schäfer, der die Schafe gehütet hat,",die Weide,mit einem Draht.,0,0.67,0,6.7,5.4,6
Weide,48,B,"Vorsichtig umzäunt der Schäfer, der das Mittagessen vergessen hat,",die Weide,mit einem Draht.,0,0.42,0,1.4,1.4,6
Weide,48,C,"Vorsichtig fälscht der Schäfer, der die Schafe gehütet hat,",die Weide,mit einem Draht.,0,0,0,6.7,5.4,1
Weide,48,D,"Vorsichtig fälscht der Schäfer, der das Mittagessen vergessen hat,",die Weide,mit einem Draht.,0,0,0,1.4,1.4,1
Predigt,49,A,"Nachdenklich hält der Pfarrer, nachdem er die Bibel aufgeschlagen hat,",die Predigt,für die Gemeinde.,0,0.25,0,6.2,2.1,6.2
Predigt,49,B,"Nachdenklich hält der Pfarrer, nachdem er die Brille aufgesetzt hat,",die Predigt,für die Gemeinde.,0,0.5,0,1.6,2.9,6.2
Predigt,49,C,"Nachdenklich leert der Pfarrer, nachdem er die Bibel aufgeschlagen hat,",die Predigt,für die Gemeinde.,0,0,0,6.2,2.1,1.3
Predigt,49,D,"Nachdenklich leert der Pfarrer, nachdem er die Brille aufgesetzt hat,",die Predigt,für die Gemeinde.,0,0,0,1.6,2.9,1.3
Wohnung,50,A,"Unverzüglich möblierte der Vermieter, der den Mieter aufgenommen hatte,",die Wohnung,mit neuen Möbeln.,0,0.5,0,7,2.7,6.8
Wohnung,50,B,"Unverzüglich möblierte der Vermieter, der die Überweisung erhalten hatte,",die Wohnung,mit neuen Möbeln.,0,0.75,0,4.7,3.6,6.8
Wohnung,50,C,"Unverzüglich erntete der Vermieter, der den Mieter aufgenommen hatte,",die Wohnung,mit neuen Möbeln.,0,0,0,7,2.7,1.4
Wohnung,50,D,"Unverzüglich erntete der Vermieter, der die Überweisung erhalten hatte,",die Wohnung,mit neuen Möbeln.,0,0,0,4.7,3.6,1.4
Abzug,51,A,"Sofort betätigt der Killer, der das Ziel anvisiert hat,",den Abzug,und trifft das Opfer.,2,0.5,0,3.2,4.4,5.9
Abzug,51,B,"Sofort betätigt der Killer, der den Tee abgestellt hat,",den Abzug,und trifft das Opfer.,2,0.33,0,1.4,3,5.9
Abzug,51,C,"Sofort knickt der Killer, der das Ziel anvisiert hat,",den Abzug,und trifft das Opfer.,2,0,0,3.2,4.4,1.6
Abzug,51,D,"Sofort knickt der Killer, der den Tee abgestellt hat,",den Abzug,und trifft das Opfer.,2,0,0,1.4,3,1.6
Paket,52,A,"Heute überbringt der Bote, als er den Empfänger angetroffen hat,",das Paket,mit der Arbeitskleidung.,0,0.42,1,6.7,4.4,6.5
Paket,52,B,"Heute überbringt der Bote, als er das Foyer durchquert hat,",das Paket,mit der Arbeitskleidung.,0,0.33,1,3.6,1.2,6.5
Paket,52,C,"Heute erntet der Bote, als er den Empfänger angetroffen hat,",das Paket,mit der Arbeitskleidung.,0,0,1,6.7,4.4,1.3
Paket,52,D,"Heute erntet der Bote, als er das Foyer durchquert hat,",das Paket,mit der Arbeitskleidung.,0,0,1,3.6,1.2,1.3
Tor,53,A,"Schnell schoss der Fußballspieler, der das Fußballfeld überquert hatte,",das Tor,und jubelte über seinen Erfolg.,3,0.92,0,6.8,3.4,6.9
Tor,53,B,"Schnell schoss der Fußballspieler, der die Jacke ausgezogen hatte,",das Tor,und jubelte über seinen Erfolg.,3,0.67,0,1.6,2.7,6.9
Tor,53,C,"Schnell spürte der Fußballspieler, der das Fußballfeld überquert hatte,",das Tor,und jubelte über seinen Erfolg.,3,0,0,6.8,3.4,1.5
Tor,53,D,"Schnell spürte der Fußballspieler, der die Jacke ausgezogen hatte,",das Tor,und jubelte über seinen Erfolg.,3,0,0,1.6,2.7,1.5
Flugzeug,54,A,"Konzentriert steuerte der Pilot, der die Stewardess gerufen hatte,",das Flugzeug,durch die Wolken.,0,1,1,7,1.8,5.8
Flugzeug,54,B,"Konzentriert steuerte der Pilot, der den Krimi gelesen hatte,",das Flugzeug,durch die Wolken.,0,0.92,1,1.6,3.4,5.8
Flugzeug,54,C,"Konzentriert faltete der Pilot, der die Stewardess gerufen hatte,",das Flugzeug,durch die Wolken.,0,0,1,7,1.8,3.1
Flugzeug,54,D,"Konzentriert faltete der Pilot, der den Krimi gelesen hatte,",das Flugzeug,durch die Wolken.,0,0.08,1,1.6,3.4,3.1
Skizze,55,A,"Rasch entwarf der Architekt, bevor er den Bauplan erstellte,",die Skizze,für den Bauherrn.,0,0.42,0,6.4,6.5,6.7
Skizze,55,B,"Rasch entwarf der Architekt, bevor er den Vortrag schrieb,",die Skizze,für den Bauherrn.,0,0.25,0,4.3,4.7,6.7
Skizze,55,C,"Rasch schüttelte der Architekt, bevor er den Bauplan erstellte,",die Skizze,für den Bauherrn.,0,0,0,6.4,6.5,1.2
Skizze,55,D,"Rasch schüttelte der Architekt, bevor er den Vortrag schrieb,",die Skizze,für den Bauherrn.,0,0,0,4.3,4.7,1.2
Kamin,56,A,"Geschwind kehrt der Schornsteinfeger, der den Rauch einatmet,",den Kamin,und verlässt das Grundstück.,1,0.42,0,6.8,3,6.4
Kamin,56,B,"Geschwind kehrt der Schornsteinfeger, der die Katze verscheucht,",den Kamin,und verlässt das Grundstück.,1,0.17,0,3,1.3,6.4
Kamin,56,C,"Geschwind wirft der Schornsteinfeger, der den Rauch einatmet,",den Kamin,und verlässt das Grundstück.,1,0,0,6.8,3,1.1
Kamin,56,D,"Geschwind wirft der Schornsteinfeger, der die Katze verscheucht,",den Kamin,und verlässt das Grundstück.,1,0.08,0,3,1.3,1.1
Wahl,57,A,"Vorgestern gewann der Politiker, der die Stimmen zählte,",die Wahl,zum Minister.,0,1,0,6.5,5.3,6.7
Wahl,57,B,"Vorgestern gewann der Politiker, der die Hände schüttelte,",die Wahl,zum Minister.,0,0.58,0,2.8,1.6,6.7
Wahl,57,C,"Vorgestern reparierte der Politiker, der die Stimmen zählte,",die Wahl,zum Minister.,0,0.08,0,6.5,5.3,1.6
Wahl,57,D,"Vorgestern reparierte der Politiker, der die Hände schüttelte,",die Wahl,zum Minister.,0,0,0,2.8,1.6,1.6
Foto,58,A,"Sofort schoss der Reporter, der die Kamera bediente,",das Foto,von der Unfallstelle.,0,0.67,0,6.7,2.1,6.7
Foto,58,B,"Sofort schoss der Reporter, der die Zigarette rauchte,",das Foto,von der Unfallstelle.,0,0.5,0,1.6,1.6,6.7
Foto,58,C,"Sofort verspeiste der Reporter, der die Kamera bediente,",das Foto,von der Unfallstelle.,0,0,0,6.7,2.1,1.7
Foto,58,D,"Sofort verspeiste der Reporter, der die Zigarette rauchte,",das Foto,von der Unfallstelle.,0,0,0,1.6,1.6,1.7
Programm,59,A,"Unverzüglich entwickelte der Informatiker, der den Computer hochfuhr,",das Programm,für seinen Boss.,0,0.5,0,6.9,5.8,6.7
Programm,59,B,"Unverzüglich entwickelte der Informatiker, der den Energydrink trank,",das Programm,für seinen Boss.,0,0.75,0,1.8,2,6.7
Programm,59,C,"Unverzüglich trocknete der Informatiker, der den Computer hochfuhr,",das Programm,für seinen Boss.,0,0,0,6.9,5.8,4.5
Programm,59,D,"Unverzüglich trocknete der Informatiker, der den Energydrink trank,",das Programm,für seinen Boss.,0,0,0,1.8,2,4.5
Urteil,60,A,"Nun verkündete der Richter, nachdem er den Angeklagten hereingerufen hatte,",das Urteil,und schloss die Verhandlung.,0,1,1,7,4.5,6.7
Urteil,60,B,"Nun verkündete der Richter, nachdem er die Lesebrille aufgesetzt hatte,",das Urteil,und schloss die Verhandlung.,0,1,1,1.9,2.8,6.7
Urteil,60,C,"Nun roch der Richter, nachdem er den Angeklagten hereingerufen hatte,",das Urteil,und schloss die Verhandlung.,0,0,1,7,4.5,1.7
Urteil,60,D,"Nun roch der Richter, nachdem er die Lesebrille aufgesetzt hatte,",das Urteil,und schloss die Verhandlung.,0,0,1,1.9,2.8,1.7
Prüfung,61,A,"Zunächst bestand der Student, der das Studium wiederaufnahm,",die Prüfung,in Mathematik.,0,0.58,0,6.6,5,5.8
Prüfung,61,B,"Zunächst bestand der Student, der das Jackett auszog,",die Prüfung,in Mathematik.,0,0.25,0,2,1.3,5.8
Prüfung,61,C,"Zunächst kochte der Student, der das Studium wiederaufnahm,",die Prüfung,in Mathematik.,0,0,0,6.6,5,3.4
Prüfung,61,D,"Zunächst kochte der Student, der das Jackett auszog,",die Prüfung,in Mathematik.,0,0,0,2,1.3,3.4
Lied,62,A,"Konzentriert sang der Sänger, der das Mikrofon umklammerte,",das Lied,über die Vergangenheit.,1,0.58,1,6.3,1.3,7
Lied,62,B,"Konzentriert sang der Sänger, der den Hut abnahm,",das Lied,über die Vergangenheit.,1,0.58,1,1.9,1.5,7
Lied,62,C,"Konzentriert reparierte der Sänger, der das Mikrofon umklammerte,",das Lied,über die Vergangenheit.,1,0,1,6.3,1.3,1.1
Lied,62,D,"Konzentriert reparierte der Sänger, der den Hut abnahm,",das Lied,über die Vergangenheit.,1,0,1,1.9,1.5,1.1
Farbe,63,A,"Zufrieden mischte der Anstreicher, der die Pinsel gewaschen hatte,",die Farbe,für den nächsten Auftrag.,0,0.92,1,6.9,3.5,6.3
Farbe,63,B,"Zufrieden mischte der Anstreicher, der die Plätzchen gegessen hatte,",die Farbe,für den nächsten Auftrag.,0,1,1,3.5,1.8,6.3
Farbe,63,C,"Zufrieden würzte der Anstreicher, der die Pinsel gewaschen hatte,",die Farbe,für den nächsten Auftrag.,0,0,1,6.9,3.5,1.4
Farbe,63,D,"Zufrieden würzte der Anstreicher, der die Plätzchen gegessen hatte,",die Farbe,für den nächsten Auftrag.,0,0,1,3.5,1.8,1.4
Blumen,64,A,"Einen Moment lang gießt der Gärtner, der den Dünger verteilt hat,",die Blumen,im Blumenkasten.,0,0.58,1,6.2,5.8,7
Blumen,64,B,"Einen Moment lang gießt der Gärtner, der die Opernmusik angestellt hat,",die Blumen,im Blumenkasten.,0,0.5,1,2,1.4,7
Blumen,64,C,"Einen Moment lang ölt der Gärtner, der den Dünger verteilt hat,",die Blumen,im Blumenkasten.,0,0,1,6.2,5.8,1.7
Blumen,64,D,"Einen Moment lang ölt der Gärtner, der die Opernmusik angestellt hat,",die Blumen,im Blumenkasten.,0,0,1,2,1.4,1.7
Hecke,65,A,"Gestern Nachmittag stutzte der Landschaftsgärtner, der die Gartenschere geschärft hatte,",die Hecke,um das Grundstück.,2,0.5,1,6.6,1.9,6.5
Hecke,65,B,"Gestern Nachmittag stutzte der Landschaftsgärtner, der die Sonnenbrille aufgesetzt hatte,",die Hecke,um das Grundstück.,2,0.58,1,1.4,1.8,6.5
Hecke,65,C,"Gestern Nachmittag bezahlte der Landschaftsgärtner, der die Gartenschere geschärft hatte,",die Hecke,um das Grundstück.,2,0,1,6.6,1.9,1.3
Hecke,65,D,"Gestern Nachmittag bezahlte der Landschaftsgärtner, der die Sonnenbrille aufgesetzt hatte,",die Hecke,um das Grundstück.,2,0,1,1.4,1.8,1.3
Feld,66,A,"Früher beackerte der Landwirt, der den Traktor gestartet hatte,",das Feld,mit einem Gaul.,2,0.92,0,6.8,2.1,6.2
Feld,66,B,"Früher beackerte der Landwirt, der den Sonnenhut aufgesetzt hatte,",das Feld,mit einem Gaul.,2,0.67,0,3.9,1.1,6.2
Feld,66,C,"Früher kopierte der Landwirt, der den Traktor gestartet hatte,",das Feld,mit einem Gaul.,2,0,0,6.8,2.1,2.5
Feld,66,D,"Früher kopierte der Landwirt, der den Sonnenhut aufgesetzt hatte,",das Feld,mit einem Gaul.,2,0,0,3.9,1.1,2.5
Schuh,67,A,"Heute Morgen flickte der Schuster, der den Absatz ausgetauscht hatte,",den Schuh,und polierte ihn.,1,0.5,0,6.4,4.1,4.9
Schuh,67,B,"Heute Morgen flickte der Schuster, der die Sirene gehört hatte,",den Schuh,und polierte ihn.,1,0.75,0,1.2,1,4.9
Schuh,67,C,"Heute Morgen schmeckte der Schuster, der den Absatz ausgetauscht hatte,",den Schuh,und polierte ihn.,1,0,0,6.4,4.1,1
Schuh,67,D,"Heute Morgen schmeckte der Schuster, der die Sirene gehört hatte,",den Schuh,und polierte ihn.,1,0,0,1.2,1,1
Koffer,68,A,"Schnell packte der Urlauber, als er die Klamotten gefaltet hatte,",den Koffer,für die Kreuzfahrt.,1,0.83,0,6.6,3.5,6.9
Koffer,68,B,"Schnell packte der Urlauber, als er die Gardinen aufgezogen hatte,",den Koffer,für die Kreuzfahrt.,1,0.5,0,1.2,1.9,6.9
Koffer,68,C,"Schnell rührte der Urlauber, als er die Klamotten gefaltet hatte,",den Koffer,für die Kreuzfahrt.,1,0,0,6.6,3.5,1.2
Koffer,68,D,"Schnell rührte der Urlauber, als er die Gardinen aufgezogen hatte,",den Koffer,für die Kreuzfahrt.,1,0,0,1.2,1.9,1.2
Honig,69,A,"Sorgfältig erntet der Imker, nachdem er den Bienenstock erreicht hat,",den Honig,aus den Waben.,0,1,1,6.9,1,5.5
Honig,69,B,"Sorgfältig erntet der Imker, nachdem er das Haus verlassen hat,",den Honig,aus den Waben.,0,0.92,1,2.8,1.1,5.5
Honig,69,C,"Sorgfältig näht der Imker, nachdem er den Bienenstock erreicht hat,",den Honig,aus den Waben.,0,0,1,6.9,1,1.2
Honig,69,D,"Sorgfältig näht der Imker, nachdem er das Haus verlassen hat,",den Honig,aus den Waben.,0,0,1,2.8,1.1,1.2
Gewehr,70,A,"Vorsichtig lädt der Jäger, der die Munition verschossen hat,",das Gewehr,und zielt erneut.,0,0.42,1,6.4,6.1,6
Gewehr,70,B,"Vorsichtig lädt der Jäger, der den Campingplatz verlassen hat,",das Gewehr,und zielt erneut.,0,0.5,1,1.4,1.3,6
Gewehr,70,C,"Vorsichtig schneidet der Jäger, der die Munition verschossen hat,",das Gewehr,und zielt erneut.,0,0,1,6.4,6.1,1.3
Gewehr,70,D,"Vorsichtig schneidet der Jäger, der den Campingplatz verlassen hat,",das Gewehr,und zielt erneut.,0,0,1,1.4,1.3,1.3
Mörtel,71,A,"Vorsichtig mischte der Maurer, der die Backsteine aufeinanderlegte,",den Mörtel,für die Mauer.,0,0.42,0,6.1,4,6
Mörtel,71,B,"Vorsichtig mischte der Maurer, der die Nachbarn belauschte,",den Mörtel,für die Mauer.,0,0.25,0,1.4,1,6
Mörtel,71,C,"Vorsichtig schrieb der Maurer, der die Backsteine aufeinanderlegte,",den Mörtel,für die Mauer.,0,0,0,6.1,4,1.3
Mörtel,71,D,"Vorsichtig schrieb der Maurer, der die Nachbarn belauschte,",den Mörtel,für die Mauer.,0,0,0,1.4,1,1.3
Mehl,72,A,"Vorgestern mahlte der Müller, der die Mühle betrieb,",das Mehl,aus dem Korn.,2,0.67,0,6.9,1.4,5.9
Mehl,72,B,"Vorgestern mahlte der Müller, der das Lied pfiff,",das Mehl,aus dem Korn.,2,0.5,0,1,1.1,5.9
Mehl,72,C,"Vorgestern verzierte der Müller, der die Mühle betrieb,",das Mehl,aus dem Korn.,2,0,0,6.9,1.4,2.4
Mehl,72,D,"Vorgestern verzierte der Müller, der das Lied pfiff,",das Mehl,aus dem Korn.,2,0.17,0,1,1.1,2.4
Kuh,73,A,"Vorsichtig melkte der Viehzüchter, nachdem er den Stall ausgemistet hatte,",die Kuh,und brachte ihr frisches Heu.,0,1,0,7,4.5,6.8
Kuh,73,B,"Vorsichtig melkte der Viehzüchter, nachdem er das Gemüse sortiert hatte,",die Kuh,und brachte ihr frisches Heu.,0,0.75,0,3.1,1,6.8
Kuh,73,C,"Vorsichtig kleidete der Viehzüchter, nachdem er den Stall ausgemistet hatte,",die Kuh,und brachte ihr frisches Heu.,0,0,0,7,4.5,1.4
Kuh,73,D,"Vorsichtig kleidete der Viehzüchter, nachdem er das Gemüse sortiert hatte,",die Kuh,und brachte ihr frisches Heu.,0,0.08,0,3.1,1,1.4
Bett,74,A,"Zuerst bezog der Hotelangestellte, nachdem er den Bezug entfaltet hatte,",das Bett,und das Kissen.,0,0.92,0,6.9,4.7,6.9
Bett,74,B,"Zuerst bezog der Hotelangestellte, nachdem er den Hamburger verspeist hatte,",das Bett,und das Kissen.,0,0.67,0,1.1,1.8,6.9
Bett,74,C,"Zuerst fälschte der Hotelangestellte, nachdem er den Bezug entfaltet hatte,",das Bett,und das Kissen.,0,0.08,0,6.9,4.7,1.2
Bett,74,D,"Zuerst fälschte der Hotelangestellte, nachdem er den Hamburger verspeist hatte,",das Bett,und das Kissen.,0,0,0,1.1,1.8,1.2
Ziel,75,A,"Augenblicklich erreicht der Sprinter, der das Rennen gewinnt,",das Ziel,und durchtrennt die Ziellinie.,1,0.92,0,6,5.8,6.6
Ziel,75,B,"Augenblicklich erreicht der Sprinter, der den Wind genießt,",das Ziel,und durchtrennt die Ziellinie.,1,0.75,0,1.9,2.7,6.6
Ziel,75,C,"Augenblicklich reinigt der Sprinter, der das Rennen gewinnt,",das Ziel,und durchtrennt die Ziellinie.,1,0,0,6,5.8,1.9
Ziel,75,D,"Augenblicklich reinigt der Sprinter, der den Wind genießt,",das Ziel,und durchtrennt die Ziellinie.,1,0,0,1.9,2.7,1.9
Welle,76,A,"Direkt surft der Surfer, der die Badehose angezogen hat,",die Welle,bis zum Strand.,0,0.58,0,5.1,1.3,7
Welle,76,B,"Direkt surft der Surfer, der den Tagesausflug unternommen hat,",die Welle,bis zum Strand.,0,0.42,0,3.2,1.3,7
Welle,76,C,"Direkt reserviert der Surfer, der die Badehose angezogen hat,",die Welle,bis zum Strand.,0,0,0,5.1,1.3,1.5
Welle,76,D,"Direkt reserviert der Surfer, der den Tagesausflug unternommen hat,",die Welle,bis zum Strand.,0,0,0,3.2,1.3,1.5
Fahrkarten,77,A,"Gut gelaunt kontrollierte der Schaffner, der das Zugabteil betreten hatte,",die Fahrkarten,der Pendler.,0,0.5,1,6.7,3.3,6.6
Fahrkarten,77,B,"Gut gelaunt kontrollierte der Schaffner, der die Mittagspause beendet hatte,",die Fahrkarten,der Pendler.,0,0.42,1,2.8,2.4,6.6
Fahrkarten,77,C,"Gut gelaunt zitierte der Schaffner, der das Zugabteil betreten hatte,",die Fahrkarten,der Pendler.,0,0,1,6.7,3.3,1.3
Fahrkarten,77,D,"Gut gelaunt zitierte der Schaffner, der die Mittagspause beendet hatte,",die Fahrkarten,der Pendler.,0,0,1,2.8,2.4,1.3
Leitung,78,A,"Am Mittag verlegte der Elektriker, nachdem er den Strom abgeschaltet hatte,",die Leitung,im Gebäude.,0,0.5,1,6.8,4.5,6.2
Leitung,78,B,"Am Mittag verlegte der Elektriker, nachdem er den Anwohner informiert hatte,",die Leitung,im Gebäude.,0,0.41,1,2.2,3.4,6.2
Leitung,78,C,"Am Mittag verfasste der Elektriker, nachdem er den Strom abgeschaltet hatte,",die Leitung,im Gebäude.,0,0,1,6.8,4.5,1.5
Leitung,78,D,"Am Mittag verfasste der Elektriker, nachdem er den Anwohner informiert hatte,",die Leitung,im Gebäude.,0,0,1,2.2,3.4,1.5
Segel,79,A,"Langsam hisst der Matrose, nachdem er die Taue gekappt hat,",die Segel,des großen Bootes.,3,0.42,1,5.5,4.4,5.8
Segel,79,B,"Langsam hisst der Matrose, nachdem er die Handschuhe angezogen hat,",die Segel,des großen Bootes.,3,0.42,1,2.2,2.7,5.8
Segel,79,C,"Langsam verzehrt der Matrose, nachdem er die Taue gekappt hat,",die Segel,des großen Bootes.,3,0,1,5.5,4.4,1.9
Segel,79,D,"Langsam verzehrt der Matrose, nachdem er die Handschuhe angezogen hat,",die Segel,des großen Bootes.,3,0,1,2.2,2.7,1.9
Gläser,80,A,"Direkt entspiegelt der Optiker, nachdem er den Sehtest durchgeführt hat,",die Gläser,und spricht mit dem Kollegen.,0,0.67,1,5.2,1.4,5.8
Gläser,80,B,"Direkt entspiegelt der Optiker, nachdem er die Jahresabrechnung aufgestellt hat,",die Gläser,und spricht mit dem Kollegen.,0,0.67,1,1.5,5,5.8
Gläser,80,C,"Direkt verschließt der Optiker, nachdem er den Sehtest durchgeführt hat,",die Gläser,und spricht mit dem Kollegen.,0,0,1,5.2,1.4,4.3
Gläser,80,D,"Direkt verschließt der Optiker, nachdem er die Jahresabrechnung aufgestellt hat,",die Gläser,und spricht mit dem Kollegen.,0,0,1,1.5,5,4.3
Korb,81,A,"Auf der Stelle wirft der Basketballer, der den Ball gedribbelt hat,",den Korb,und holt einen Punkt.,0,0.83,0,6,4.8,4.8
Korb,81,B,"Auf der Stelle wirft der Basketballer, der die Sitzbank verlassen hat,",den Korb,und holt einen Punkt.,0,0.5,0,2.9,1.8,4.8
Korb,81,C,"Auf der Stelle bucht der Basketballer, der den Ball gedribbelt hat,",den Korb,und holt einen Punkt.,0,0,0,6,4.8,1.8
Korb,81,D,"Auf der Stelle bucht der Basketballer, der die Sitzbank verlassen hat,",den Korb,und holt einen Punkt.,0,0,0,2.9,1.8,1.8
Muschel,82,A,"Ohne zu zögern knackt der Perlentaucher, der den Meeresgrund erreicht hat,",die Muschel,und holt die Perle.,0,0.92,0,6.2,1.5,4.2
Muschel,82,B,"Ohne zu zögern knackt der Perlentaucher, der die Taschenlampe angemacht hat,",die Muschel,und holt die Perle.,0,0.75,0,1,1.2,4.2
Muschel,82,C,"Ohne zu zögern verknotet der Perlentaucher, die den Meeresgrund erreicht hat,",die Muschel,und holt die Perle.,0,0,0,6.2,1.5,1.4
Muschel,82,D,"Ohne zu zögern verknotet der Perlentaucher, der die Taschenlampe angemacht hat,",die Muschel,und holt die Perle.,0,0,0,1,1.2,1.4
Bogen,83,A,"Umsichtig spannt der Schütze, der den Pfeil gespitzt hat,",den Bogen,und feuert den Pfeil ab.,0,1,0,7,2.1,6.7
Bogen,83,B,"Umsichtig spannt der Schütze, der das Laub zusammengekehrt hat,",den Bogen,und feuert den Pfeil ab.,0,0.67,0,1.5,1.2,6.7
Bogen,83,C,"Umsichtig tippt der Schütze, der den Pfeil gespitzt hat,",den Bogen,und feuert den Pfeil ab.,0,0.08,0,7,2.1,1.2
Bogen,83,D,"Umsichtig tippt der Schütze, der das Laub zusammengekehrt hat,",den Bogen,und feuert den Pfeil ab.,0,0,0,1.5,1.2,1.2
Ziegel,84,A,"Schnell verlegte der Dachdecker, der das Dach abdeckte,",die Ziegel,und beendete den Arbeitstag.,0,0.58,1,7,4.8,4.2
Ziegel,84,B,"Schnell verlegte der Dachdecker, der den Ehering auszog,",die Ziegel,und beendete den Arbeitstag.,0,0.5,1,1.2,1.6,4.2
Ziegel,84,C,"Schnell naschte der Dachdecker, der das Dach abdeckte,",die Ziegel,und beendete den Arbeitstag.,0,0,1,7,4.8,1
Ziegel,84,D,"Schnell naschte der Dachdecker, der den Ehering auszog,",die Ziegel,und beendete den Arbeitstag.,0,0,1,1.2,1.6,1
Kartons,85,A,"Zuerst stapelt der Umzugshelfer, der den Umzugswagen gefahren hat,",die Kartons,und die Kisten.,0,0.58,1,6.5,1.9,5.5
Kartons,85,B,"Zuerst stapelt der Umzugshelfer, der die Firma gegründet hat,",die Kartons,und die Kisten.,0,0.67,1,4.4,1.1,5.5
Kartons,85,C,"Zuerst serviert der Umzugshelfer, der den Umzugswagen gefahren hat,",die Kartons,und die Kisten.,0,0,1,6.5,1.9,2
Kartons,85,D,"Zuerst serviert der Umzugshelfer, der die Firma gegründet hat,",die Kartons,und die Kisten.,0,0,1,4.4,1.1,2
Unterricht,86,A,"Heute früh schwänzte der Schüler, der die Klasse wiederholt hatte,",den Unterricht,und wurde erwischt.,2,0.5,0,7,5.9,6.7
Unterricht,86,B,"Heute früh schwänzte der Schüler, der das Handy verloren hatte,",den Unterricht,und wurde erwischt.,2,0.33,0,3.8,1.8,6.7
Unterricht,86,C,"Heute früh dekorierte der Schüler, der die Klasse wiederholt hatte,",den Unterricht,und wurde erwischt.,2,0,0,7,5.9,1.7
Unterricht,86,D,"Heute früh dekorierte der Schüler, der das Handy verloren hatte,",den Unterricht,und wurde erwischt.,2,0,0,3.8,1.8,1.7
Ausweis,87,A,"Am Abend kontrollierte der Türsteher, der den Geldbeutel durchsuchte,",den Ausweis,und ließ die Frau in den Club.,0,0.33,1,6.4,3.3,6.6
Ausweis,87,B,"Am Abend kontrollierte der Türsteher, der die Nachtluft genoss,",den Ausweis,und ließ die Frau in den Club.,0,0.25,1,2,1.2,6.6
Ausweis,87,C,"Am Abend probierte der Türsteher, der den Geldbeutel durchsuchte,",den Ausweis,und ließ die Frau in den Club.,0,0,1,6.4,3.3,1.5
Ausweis,87,D,"Am Abend probierte der Türsteher, der die Nachtluft genoss,",den Ausweis,und ließ die Frau in den Club.,0,0,1,2,1.2,1.5
Windel,88,A,"Umsichtig wechselte der Babysitter, der das Baby geweckt hatte,",die Windel,und warf sie in den Abfall.,0,0.92,1,6.7,2.4,6.5
Windel,88,B,"Umsichtig wechselte der Babysitter, der den Obstsalat zubereitet hatte,",die Windel,und warf sie in den Abfall.,0,0.83,1,1,1.1,6.5
Windel,88,C,"Umsichtig bastelte der Babysitter, der das Baby geweckt hatte,",die Windel,und warf sie in den Abfall.,0,0.08,1,6.7,2.4,1.5
Windel,88,D,"Umsichtig bastelte der Babysitter, der den Obstsalat zubereitet hatte,",die Windel,und warf sie in den Abfall.,0,0,1,1,1.1,1.5
Gewichte,89,A,"Langsam stemmte der Bodybuilder, der das Fitnessstudio betreten hatte,",die Gewichte,in die Höhe.,0,0.5,1,6.7,1.6,6.7
Gewichte,89,B,"Langsam stemmte der Bodybuilder, der das Licht angemacht hatte,",die Gewichte,in die Höhe.,0,0.42,1,1.7,2,6.7
Gewichte,89,C,"Langsam verdaute der Bodybuilder, der das Fitnessstudio betreten hatte,",die Gewichte,in die Höhe.,0,0,1,6.7,1.6,2
Gewichte,89,D,"Langsam verdaute der Bodybuilder, der das Licht angemacht hatte,",die Gewichte,in die Höhe.,0,0,1,1.7,2,2
Rohr,90,A,"Umsichtig repariert der Klempner, der das Wasser ausgestellt hat,",das Rohr,im Badezimmer.,0,0.17,1,6.4,1.5,5.5
Rohr,90,B,"Umsichtig repariert der Klempner, der den Kirchenchor geleitet hat,",das Rohr,im Badezimmer.,0,0.25,1,1.3,4.6,5.5
Rohr,90,C,"Umsichtig nascht der Klempner, der das Wasser ausgestellt hat,",das Rohr,im Badezimmer.,0,0,1,6.4,1.5,1.1
Rohr,90,D,"Umsichtig nascht der Klempner, der den Kirchenchor geleitet hat,",das Rohr,im Badezimmer.,0,0,1,1.3,4.6,1.1
